CID	IAUName	Class	Peakrmag	MJD	zCMB	e_zCMB	muSz	e_muSz	AVM	e_AVM	dm15z	e_dm15z	AVz	e_AVz
17957	             	      zSNIa	21.9	54359.4	0.369678	0.000051	41.57	0.31	-0.01	0.25	1.15	0.19	-0.18	0.28
17169	             	      zSNIa	20.8	54348.3	0.219032	0.000088	40.12	0.24	-0.1	0.16	1.15	0.13	-0.23	0.19
3426	             	      zSNIa	21.1	53638.3	0.231166	0.000018	40.49	0.22	-0.23	0.15	1.15	0.09	-0.3	0.15
15423	             	      zSNIa	21.3	54047.4	0.393921	0.000018	41.79	0.22	-0.34	0.15	1.15	0.08	-0.88	0.1
11771	             	      zSNIa	22.1	53699.3	0.256095	0.000034	40.7	0.37	0.85	0.38	1.14	0.27	1.15	0.38
18606	             	      zSNIa	21.9	54394.3	0.336888	0.000027	41.05	0.32	0.72	0.21	1.14	0.17	0.99	0.29
19769	             	      zSNIa	21.4	54406.2	0.25098	0.000024	40.23	0.23	0.64	0.2	1.14	0.1	0.86	0.17
16238	             	      zSNIa	21.9	54048.3	0.333843	0.000056	41.2	0.32	0.55	0.3	1.14	0.18	0.67	0.32
18324	             	      zSNIa	21.4	54365.3	0.265506	0.000076	40.57	0.26	0.25	0.23	1.14	0.11	0.56	0.21
19775	       2007pc	       SNIa	20.2	54403.1	0.136869	0.000026	39.08	0.18	0.42	0.1	1.14	0.05	0.53	0.09
13896	             	      zSNIa	21.1	54006.2	0.155944	0.000038	40.05	0.2	0.44	0.11	1.14	0.08	0.5	0.11
3150	             	      zSNIa	21.8	53634.2	0.33168	0.000031	41.19	0.28	0.43	0.18	1.14	0.14	0.49	0.24
4417	             	      zSNIa	22	53639.3	0.360538	0.000055	41.66	0.33	0.2	0.29	1.14	0.21	0.48	0.32
14317	             	      zSNIa	20.5	54019.1	0.179776	0.01	39.47	0.23	0.24	0.09	1.14	0.05	0.33	0.11
20111	       2007pw	       SNIa	21.1	54431.2	0.242669	0.000061	40.49	0.23	0.33	0.19	1.14	0.09	0.29	0.14
20625	       2007px	       SNIa	19.3	54423.2	0.106834	0.000016	38.57	0.18	0.2	0.1	1.14	0.04	0.27	0.07
14212	       2006iy	       SNIa	20.8	54011.2	0.203078	0.000047	40.07	0.18	0.18	0.08	1.14	0.04	0.18	0.07
16021	       2006nc	       SNIa	19.5	54047.3	0.123356	0.000022	38.76	0.18	0.22	0.08	1.14	0.04	0.15	0.07
8719	       2005kp	       SNIa	19.5	53697.2	0.116277	0.000007	38.69	0.18	0.14	0.09	1.14	0.04	0.1	0.07
21502	       2007ra	       SNIa	18.9	54431.2	0.087836	0.000023	38.01	0.19	0.25	0.1	1.14	0.07	0.06	0.07
15345	             	      zSNIa	21.3	54029.2	0.278666	0.01	40.56	0.24	0.24	0.15	1.14	0.08	-0.01	0.17
5588	       2005hw	       SNIa	21.9	53663.3	0.40946	0.000089	41.81	0.31	0.04	0.33	1.14	0.22	-0.17	0.35
13491	             	      zSNIa	21.8	53996.4	0.361052	0.000035	41.39	0.25	-0.18	0.22	1.14	0.16	-0.25	0.2
11156	             	      zSNIa	21.3	53698.3	0.307784	0.00005	41.71	0.39	-0.05	0.2	1.14	0.13	-0.48	0.22
20788	             	      zSNIa	22.1	54406.4	0.392612	0.000029	41.98	0.31	-0.21	0.33	1.14	0.18	-0.54	0.31
21872	             	      zSNIa	21.7	54421.3	0.227051	0.000012	40	0.31	1.32	0.27	1.13	0.2	1.45	0.28
16169	             	      zSNIa	22.3	54041.3	0.357866	0.000028	41.27	0.4	0.92	0.36	1.13	0.25	1.32	0.43
15558	             	      zSNIa	22	54035.3	0.304365	0.000009	40.95	0.38	0.6	0.31	1.13	0.23	0.86	0.34
17733	             	      zSNIa	21.7	54347.4	0.368529	0.000022	40.55	0.41	0.58	0.35	1.13	0.28	0.76	0.57
10106	             	      SNIa?	20.7	53693.4	0.146889	0.0005	39.57	0.19	0.65	0.11	1.13	0.07	0.75	0.1
6275	             	      zSNIa	21.3	53671.4	0.272185	0.000028	40.45	0.24	0.7	0.16	1.13	0.12	0.73	0.16
8888	             	      zSNIa	22.1	53680.2	0.396575	0.000086	41.48	0.31	0.72	0.26	1.13	0.19	0.61	0.31
5235	             	      zSNIa	21.4	53655.2	0.250714	0.000022	40.48	0.21	0.38	0.17	1.13	0.08	0.42	0.17
9457	       2005li	       SNIa	21.5	53702.2	0.256719	0.000044	40.54	0.25	0.45	0.19	1.13	0.11	0.34	0.2
14456	       2006jm	       SNIa	21.5	54019.2	0.327932	0.000041	41	0.23	0.23	0.16	1.13	0.09	0.24	0.16
12841	       2006gk	       SNIa	21.6	53989.2	0.292073	0.00004	40.84	0.32	-0.05	0.35	1.13	0.27	0.15	0.4
15213	       2006lk	       SNIa	21.7	54029.5	0.306322	0.005	41.05	0.25	0.04	0.22	1.13	0.1	0.12	0.2
19913	       2007qf	       SNIa	20.6	54410.2	0.205566	0.005	40.12	0.2	0.12	0.14	1.13	0.06	0.01	0.11
20088	             	       SNIa	20.7	54408.3	0.243149	0.000033	40.4	0.19	0	0.11	1.13	0.04	-0.17	0.07
18721	       2007mu	       SNIa	21.9	54365.3	0.401274	0.000077	41.68	0.31	0.11	0.22	1.13	0.14	-0.28	0.29
21006	       2007qs	       SNIa	21.2	54411.3	0.290206	0.005	40.81	0.24	0	0.19	1.13	0.14	-0.28	0.13
5590	             	      zSNIa	21.8	53637.3	0.446093	0.000113	42.22	0.3	-0.45	0.31	1.13	0.16	-0.58	0.31
8264	             	      zSNIa	22.1	53673.2	0.236019	0.000018	40.74	0.31	1.07	0.2	1.12	0.2	1.3	0.24
17928	             	      zSNIa	21.1	54373.4	0.195945	0.000021	39.78	0.22	0.98	0.13	1.12	0.08	1.11	0.16
15239	             	      zSNIa	22	54019.3	0.332634	0.000028	41.28	0.33	0.73	0.28	1.12	0.2	1.06	0.34
17176	       2007ie	       SNIa	19.9	54348.2	0.092107	0.00001	38.23	0.2	0.99	0.11	1.12	0.08	0.83	0.19
20084	       2007pd	       SNIa	20.3	54405.3	0.138333	0.000008	39.26	0.19	0.54	0.1	1.12	0.05	0.69	0.09
13045	       2006fn	       SNIa	20.6	53996.3	0.179152	0.000039	39.62	0.2	0.47	0.09	1.12	0.06	0.54	0.1
14675	             	      zSNIa	21.9	53989.4	0.254349	0.000018	40.71	0.31	0.31	0.3	1.12	0.2	0.51	0.45
1241	       2005ff	       SNIa	19.1	53636.2	0.088477	0.000015	37.97	0.18	0.4	0.06	1.12	0.03	0.49	0.06
16434	             	      zSNIa	21.7	54047.4	0.344429	0.000079	41.24	0.31	0.37	0.3	1.12	0.17	0.48	0.29
15325	             	      zSNIa	20.9	54030.3	0.212933	0.000038	40.12	0.2	0.44	0.11	1.12	0.07	0.44	0.11
16333	       2006on	       SNIa	18.7	54062.2	0.070675	0.000015	37.35	0.2	0.44	0.11	1.12	0.09	0.41	0.08
12950	       2006fy	       SNIa	19	54000.3	0.081411	0.00001	37.95	0.18	0.25	0.04	1.12	0.03	0.39	0.06
19346	             	      zSNIa	22	54384.4	0.360718	0.000055	41.73	0.44	0.41	0.21	1.12	0.17	0.34	0.24
18466	       2007lm	       SNIa	21.1	54381.5	0.212263	0.005	40.1	0.2	0.3	0.09	1.12	0.05	0.31	0.09
18647	             	      zSNIa	21.1	54379.2	0.21135	0.000031	40.26	0.22	0.26	0.14	1.12	0.08	0.28	0.15
15674	       2006nu	       SNIa	20	54031.2	0.196541	0.005	40.07	0.2	0.25	0.13	1.12	0.06	0.24	0.12
14019	       2006ki	       SNIa	21.4	54010.1	0.215128	0.0005	40.53	0.21	0.24	0.16	1.12	0.07	0.21	0.14
7194	             	      zSNIa	21.8	53669.4	0.363247	0.000135	41.82	0.34	0.05	0.28	1.12	0.16	0.21	0.28
16894	       2006tb	       SNIa	21.7	54065.4	0.289415	0.005	41.12	0.38	-0.02	0.41	1.12	0.32	0.11	0.35
20144	       2007ql	       SNIa	20.7	54418.1	0.218648	0.005	40.07	0.2	0.04	0.23	1.12	0.1	0.02	0.1
16618	       2006pq	       SNIa	20.4	54068.3	0.191925	0.00002	39.69	0.2	0.06	0.16	1.12	0.12	-0.01	0.11
19658	       2007ot	       SNIa	20.6	54402.3	0.198625	0.005	40.06	0.2	0.1	0.12	1.12	0.05	-0.08	0.11
16232	       2006oj	       SNIa	21.6	54041.3	0.374254	0.00005	41.56	0.26	-0.14	0.3	1.12	0.15	-0.2	0.29
4035	             	      zSNIa	21.8	53654.4	0.426249	0.000099	42.12	0.25	-0.45	0.18	1.12	0.09	-0.86	0.12
18907	             	      zSNIa	21.3	54391.4	0.215278	0.000011	39.8	0.23	1.3	0.16	1.11	0.09	1.51	0.18
17586	             	      zSNIa	21.5	54357.2	0.271659	0.000058	40.29	0.33	0.59	0.2	1.11	0.19	0.64	0.22
2916	       2005fz	       SNIa	19.9	53645.2	0.12303	0.0005	38.77	0.19	0.42	0.11	1.11	0.04	0.58	0.11
6304	       2005jk	       SNIa	20.7	53677.3	0.189787	0.000026	39.78	0.19	0.43	0.09	1.11	0.08	0.52	0.08
18969	             	      zSNIa	22.2	54432.3	0.287895	0.000094	41.74	0.44	0.69	0.27	1.11	0.25	0.51	0.4
17784	       2007jg	       SNIa	17.6	54362.5	0.03652	0.000014	36.11	0.2	0.3	0.06	1.11	0.03	0.5	0.07
18612	       2007lc	       SNIa	19.5	54387.4	0.113643	0.00002	38.48	0.18	0.32	0.06	1.11	0.04	0.49	0.06
13344	             	      zSNIa	21.4	53989.2	0.206525	0.000015	40.25	0.26	0.49	0.2	1.11	0.15	0.48	0.23
2041	             	      zSNIa	21.3	53625.2	0.208513	0.000082	40.22	0.28	0.44	0.18	1.11	0.21	0.41	0.22
3256	       2005hn	       SNIa	19.6	53655.2	0.106938	0.000009	38.58	0.18	0.38	0.09	1.11	0.04	0.31	0.11
5533	       2005hu	       SNIa	21	53669.1	0.218868	0.000018	40.2	0.19	0.37	0.09	1.11	0.09	0.29	0.12
4757	             	      zSNIa	21.9	53628.4	0.435253	0.000081	41.83	0.33	0.13	0.28	1.11	0.19	0.17	0.4
15419	             	      zSNIa	21.1	54035.4	0.276453	0.000204	40.74	0.21	0.11	0.16	1.11	0.09	0.11	0.13
15161	       2006jw	       SNIa	21	54031.3	0.248522	0.000041	40.47	0.2	0.24	0.13	1.11	0.06	0.08	0.13
15901	       2006od	       SNIa	20.7	54048.3	0.203678	0.000178	40.02	0.19	0.21	0.11	1.11	0.05	0.07	0.09
19449	             	      zSNIa	21.6	54382.3	0.329396	0.000024	41.67	0.33	0.08	0.18	1.11	0.12	0.02	0.22
822	             	      zSNIa	21.3	53626.4	0.236635	0.000143	40.62	0.23	-0.04	0.19	1.11	0.12	0	0.16
15301	       2006lo	      zSNIa	20.4	54034.2	0.178513	0.000032	39.75	0.19	0.22	0.1	1.11	0.05	-0.14	0.09
21033	       2007qy	       SNIa	20.8	54421.3	0.227856	0.005	40.66	0.21	0.33	0.18	1.11	0.11	-0.18	0.14
19593	             	      zSNIa	21.7	54393.4	0.374197	0.000055	41.48	0.27	0.24	0.78	1.11	0.12	-0.2	0.21
20896	             	      zSNIa	21.5	54402.3	0.359927	0.000054	41.54	0.26	-0.11	0.26	1.11	0.14	-0.23	0.24
8030	       2005jv	       SNIa	21.9	53674.3	0.420927	0.005	42.2	0.3	-0.13	0.29	1.11	0.19	-0.5	0.28
12869	       2006ge	       SNIa	21.6	53975.2	0.278064	0.000028	40.62	0.2	0.14	0.16	1.11	0.22	-0.68	0.32
7457	             	      zSNIa	21.6	53685.2	0.252968	0.000045	40.47	0.27	1.11	0.21	1.1	0.15	1.3	0.19
13734	             	      zSNIa	22.2	54012.2	0.376849	0.000031	41.37	0.4	0.79	0.27	1.1	0.22	1.05	0.37
9020	             	      zSNIa	22.2	53675.2	0.376012	0.000059	41.56	0.36	0.7	0.28	1.1	0.3	0.98	0.36
16451	             	      zSNIa	20.8	54056.3	0.189659	0.000029	40.14	0.25	0.91	0.14	1.1	0.12	0.96	0.14
18972	             	      zSNIa	21.7	54386.4	0.329876	0.000048	40.86	0.28	0.47	0.26	1.1	0.2	0.83	0.21
17206	             	      zSNIa	20.8	54348.4	0.155711	0.000023	39.41	0.21	0.4	0.13	1.1	0.12	0.67	0.13
6057	       2005if	       SNIa	18.7	53666.5	0.066511	0.000009	37.37	0.19	0.37	0.07	1.1	0.03	0.61	0.05
4059	             	      zSNIa	21.6	53640.4	0.303065	0.0005	40.77	0.27	0.54	0.18	1.1	0.11	0.6	0.22
19078	             	      zSNIa	21.9	54387.3	0.398805	0.000018	41.51	0.28	0.31	0.26	1.1	0.16	0.56	0.25
17629	       2007jw	       SNIa	20	54376.4	0.13639	0.000022	38.94	0.18	0.46	0.07	1.1	0.05	0.55	0.09
14524	             	      zSNIa	21.6	54010.4	0.271248	0.000014	40.77	0.22	0.44	0.15	1.1	0.09	0.55	0.14
15583	       2006mv	       SNIa	20.5	54047.4	0.177062	0.005	39.72	0.2	0.37	0.26	1.1	0.04	0.4	0.09
14470	             	      zSNIa	20.7	54024.5	0.194615	0.000124	39.76	0.19	0.27	0.08	1.1	0.05	0.28	0.08
18768	       2007lh	       SNIa	21	54381.4	0.196713	0.005	40.11	0.21	0.19	0.12	1.1	0.07	0.2	0.13
3592	       2005gb	       SNIa	18.8	53644.3	0.085433	0.000047	37.96	0.18	0.16	0.04	1.1	0.02	0.17	0.05
14205	             	      zSNIa	21	54006.3	0.252308	0.000043	40.26	0.22	0.05	0.15	1.1	0.15	0.11	0.18
5890	             	      zSNIa	20.6	53655.2	0.178575	0.000016	39.79	0.19	0.13	0.1	1.1	0.05	0.1	0.11
14782	       2006jp	       SNIa	20.1	54022.2	0.177798	0.005	39.14	0.19	0.16	0.08	1.1	0.04	0.07	0.08
14284	       2006ib	       SNIa	20.3	54021.5	0.180366	0.000048	39.5	0.18	0.17	0.07	1.1	0.04	0.05	0.07
15353	             	      zSNIa	21.4	54031.2	0.31154	0.000061	40.87	0.24	0.15	0.15	1.1	0.09	-0.02	0.16
1504	             	      zSNIa	21.4	53628.4	0.316373	0.000119	41.21	0.24	-0.25	0.2	1.1	0.1	-0.03	0.16
6773	       2005iu	       SNIa	19	53680.1	0.08932	0.0005	37.93	0.18	-0.01	0.09	1.1	0.04	-0.05	0.06
16213	       2006oi	       SNIa	20.9	54052.3	0.248567	0.005	40.59	0.21	0.03	0.17	1.1	0.08	-0.12	0.12
13174	       2006ga	      SNIa?	20.8	53996.3	0.234759	0.000018	40.2	0.2	-0.2	0.13	1.1	0.08	-0.12	0.1
20829	       2007qu	       SNIa	21.5	54418.2	0.303351	0.000046	41.07	0.3	-0.02	0.2	1.1	0.25	-0.42	0.21
5776	             	      zSNIa	21	53655.2	0.23722	0.000033	40.74	0.24	-0.48	0.23	1.1	0.1	-0.43	0.21
19377	             	      zSNIa	21.9	54392.4	0.380644	0.000132	42.31	0.29	-0.58	0.26	1.1	0.15	-0.87	0.12
12979	       2006gf	      SNIa?	21.1	54047.3	0.115286	0.000073	39.28	0.22	-0.01	0.26	1.09	0.11	3	0.13
13177	             	      zSNIa	21.7	53990.4	0.317321	0.000071	40.68	0.31	0.83	0.26	1.09	0.19	1.22	0.35
911	             	      zSNIa	21.5	53628.4	0.206325	0.000015	40.02	0.25	0.85	0.16	1.09	0.16	1.1	0.19
20725	             	      zSNIa	22.3	54409.4	0.362145	0.000146	41.41	0.31	0.04	0.43	1.09	0.26	1.07	0.45
8307	             	      zSNIa	22.3	53666.4	0.434911	0.000094	41.79	0.43	0.47	0.42	1.09	0.35	0.74	0.51
13907	             	      zSNIa	20.8	54011.4	0.195808	0.00004	39.81	0.19	0.61	0.09	1.09	0.05	0.69	0.11
15784	             	      zSNIa	21.3	54039.2	0.276021	0.000024	40.6	0.21	0.37	0.17	1.09	0.08	0.48	0.15
20432	       2007qk	       SNIa	21.7	54422.1	0.301646	0.005	40.95	0.34	0.59	0.17	1.09	0.17	0.45	0.18
1395	             	      zSNIa	20.6	53622.3	0.184968	0.000021	39.57	0.22	0.27	0.15	1.09	0.14	0.34	0.17
9324	             	      zSNIa	21.9	53680.2	0.376404	0.000034	41.25	0.31	0.31	0.33	1.09	0.18	0.31	0.31
19969	       2007pt	       SNIa	20.3	54411.3	0.174279	0.00001	39.59	0.18	0.24	0.13	1.09	0.06	0.31	0.09
5736	       2005jz	       SNIa	21.1	53663.3	0.25174	0.005	40.48	0.2	0.22	0.11	1.09	0.06	0.24	0.09
13703	             	      zSNIa	20.9	54007.4	0.234538	0.000018	40.29	0.19	0.27	0.1	1.09	0.05	0.22	0.09
15779	             	      zSNIa	21.7	54036.2	0.260992	0.000036	41.15	0.27	0.34	0.19	1.09	0.12	0.14	0.2
16276	       2006om	       SNIa	20.6	54056.3	0.191763	0.005	39.94	0.21	0.15	0.16	1.09	0.08	0.14	0.1
12928	       2006ew	       SNIa	20	53974.2	0.13868	0.0005	39.09	0.2	0.24	0.12	1.09	0.09	0.01	0.14
19992	       2007pb	       SNIa	21	54402.3	0.224519	0.005	40.51	0.22	0.08	0.2	1.09	0.1	0.01	0.17
15461	       2006kz	       SNIa	20.2	54041.1	0.184813	0.00003	39.76	0.18	0.03	0.09	1.09	0.04	-0.09	0.08
19033	       2007of	       SNIa	22.2	54385.2	0.396541	0.005	41.99	0.37	0.13	0.28	1.09	0.22	-0.2	0.36
16441	             	      zSNIa	21.3	54062.2	0.289996	0.000093	41.44	0.41	-0.22	0.28	1.09	0.18	-0.31	0.17
1775	             	      zSNIa	21.7	53635.2	0.302486	0.000082	41.42	0.29	-0.3	0.22	1.09	0.14	-0.37	0.23
6914	             	      zSNIa	21.9	53676.2	0.412769	0.000078	41.92	0.3	-0.28	0.3	1.09	0.21	-0.64	0.24
9633	             	      zSNIa	21.6	53683.4	0.194619	0.000037	40.27	0.26	1.14	0.18	1.08	0.12	1.29	0.19
20262	             	      zSNIa	22.2	54405.3	0.259403	0.000037	41.11	0.37	1	0.31	1.08	0.19	1.21	0.35
17695	             	      zSNIa	20.9	54362.4	0.18205	0.000016	39.59	0.2	0.97	0.1	1.08	0.08	1.2	0.13
3488	             	      zSNIa	20.9	53654.2	0.15883	0.01	39.56	0.26	0.77	0.13	1.08	0.07	0.94	0.16
20265	             	      zSNIa	22.2	54403.3	0.374094	0.000035	41.69	0.45	0.74	0.38	1.08	0.28	0.92	0.48
14113	             	      zSNIa	21.1	53994.4	0.241161	0.000034	39.9	0.22	0.63	0.12	1.08	0.11	0.85	0.13
12860	       2006fc	       SNIa	20	53995.2	0.120422	0.000013	38.87	0.18	0.61	0.08	1.08	0.04	0.75	0.08
7847	       2005jp	       SNIa	20.6	53687.4	0.211597	0.000085	40	0.2	0.57	0.12	1.08	0.07	0.74	0.1
14279	       2006hx	       SNIa	17.5	54025.4	0.044283	0.000011	36.32	0.19	0.58	0.05	1.08	0.03	0.64	0.05
19274	             	      zSNIa	21.6	54388.3	0.253057	0.000026	40.75	0.25	0.58	0.16	1.08	0.12	0.58	0.17
3331	       2005ge	      SNIa?	21	53644.4	0.212097	0.000019	40.05	0.2	0.44	0.12	1.08	0.07	0.49	0.12
20528	       2007qr	       SNIa	19.9	54413.4	0.134897	0.000025	39	0.18	0.55	0.09	1.08	0.07	0.47	0.07
1991	             	      zSNIa	21.4	53625.3	0.313884	0.000019	40.66	0.27	0.4	0.18	1.08	0.2	0.46	0.2
20185	             	      zSNIa	21.8	54393.3	0.253355	0.000014	41.29	0.32	0.43	0.23	1.08	0.14	0.44	0.24
2561	       2005fv	       SNIa	19.8	53640.4	0.117406	0.000021	38.77	0.18	0.39	0.06	1.08	0.03	0.4	0.07
14735	       2006km	       SNIa	21.5	54011.4	0.299356	0.000022	40.7	0.22	0.4	0.15	1.08	0.07	0.35	0.14
5103	       2005gx	       SNIa	20.3	53654.3	0.160592	0.00001	39.39	0.18	0.28	0.08	1.08	0.04	0.35	0.08
9032	       2005le	       SNIa	21.2	53686.2	0.252487	0.0005	40.52	0.24	0.39	0.16	1.08	0.08	0.28	0.16
19758	             	      zSNIa	22	54393.3	0.395568	0.000069	41.7	0.35	0.41	0.33	1.08	0.23	0.26	0.39
17801	       2007ko	       SNIa	21.2	54366.1	0.205146	0.0005	40.29	0.22	0.26	0.16	1.08	0.1	0.25	0.17
20882	             	      zSNIa	21.6	54418.3	0.313007	0.000121	41.36	0.27	-0.02	0.25	1.08	0.15	-0.17	0.19
16116	       2006oh	       SNIa	19.9	54053.2	0.155088	0.000019	39.46	0.18	0.03	0.09	1.08	0.05	-0.18	0.08
5378	             	      zSNIa	20.8	53663.4	0.250112	0.0005	40.67	0.2	-0.36	0.12	1.08	0.05	-0.56	0.11
18273	             	      zSNIa	21.9	54365.2	0.314612	0.000087	41.1	0.3	0.74	0.18	1.07	0.14	0.93	0.26
6121	             	      zSNIa	21.3	53687.4	0.35547	0.000171	41.19	0.33	0.6	0.3	1.07	0.2	0.9	0.37
7835	             	      zSNIa	22.2	53663.3	0.155542	0.000011	41.37	0.38	0.87	0.24	1.07	0.24	0.88	0.35
20184	       2007qn	       SNIa	21.7	54416.2	0.316413	0.005	41.1	0.32	0.15	0.33	1.07	0.2	0.6	0.23
13441	             	      zSNIa	21.4	53998.2	0.28718	0.000079	40.81	0.27	0.28	0.17	1.07	0.13	0.49	0.15
17332	       2007jk	       SNIa	20.7	54365.4	0.182025	0.000074	39.65	0.2	0.46	0.1	1.07	0.06	0.48	0.11
7841	             	      zSNIa	22	53680.3	0.427013	0.00011	41.81	0.34	0.58	0.25	1.07	0.2	0.46	0.34
21034	       2007qa	       SNIa	19.5	54433.3	0.107503	0.000008	38.61	0.18	0.23	0.14	1.07	0.05	0.46	0.08
20828	             	      zSNIa	22	54408.1	0.356833	0.000024	41.52	0.37	0.55	0.24	1.07	0.28	0.41	0.32
3077	             	      zSNIa	20.7	53654.2	0.244054	0.0005	39.95	0.19	0.48	0.1	1.07	0.04	0.4	0.1
7701	             	      zSNIa	21.7	53685.2	0.35904	0.000012	41.31	0.26	0.36	0.2	1.07	0.13	0.36	0.2
3975	             	      zSNIa	21.9	53644.3	0.392269	0.000032	41.53	0.25	0.2	0.18	1.07	0.1	0.33	0.2
739	       2005ef	       SNIa	19.4	53616.4	0.106421	0.000018	38.33	0.19	0.1	0.12	1.07	0.06	0.31	0.12
7876	       2005ir	       SNIa	18.4	53686.3	0.074891	0.00001	37.66	0.18	0.18	0.06	1.07	0.03	0.18	0.05
5635	       2005hv	       SNIa	20.8	53663.2	0.178391	0.00007	40.11	0.2	0.14	0.12	1.07	0.06	0.13	0.12
20276	             	      zSNIa	21.7	54412.4	0.345845	0.000109	41.34	0.27	-0.04	0.28	1.07	0.13	0.13	0.21
15433	       2006mt	       SNIa	20.7	54037.3	0.219346	0.000029	40.22	0.19	0.11	0.11	1.07	0.05	0.11	0.1
12977	       2006gh	       SNIa	20.9	53990.4	0.246425	0.000015	40.35	0.21	0.07	0.11	1.07	0.07	0.08	0.12
5959	             	      zSNIa	20.7	53668.4	0.206754	0.000036	40.1	0.19	0.14	0.1	1.07	0.05	0.07	0.09
16779	       2006qa	       SNIa	21.8	54055.4	0.399071	0.005	41.61	0.35	0.3	0.3	1.07	0.26	0.03	0.42
15386	             	      zSNIa	21.1	54034.2	0.285817	0.01	40.5	0.23	0.1	0.14	1.07	0.08	0.02	0.13
19757	       2007oy	       SNIa	21.5	54403.2	0.401275	0.005	41.43	0.27	0.13	0.24	1.07	0.14	0.01	0.25
7473	       2005ji	       SNIa	20.8	53681.3	0.214569	0.005	40.2	0.2	0.04	0.11	1.07	0.06	-0.01	0.09
15823	             	      zSNIa	20.9	54047.1	0.21396	0.0005	40.22	0.2	0	0.15	1.07	0.07	-0.05	0.12
9109	             	      zSNIa	21.1	53685.3	0.280422	0.00007	40.83	0.22	0.03	0.16	1.07	0.07	-0.19	0.14
16352	       2006pk	       SNIa	20.7	54055.2	0.250737	0.00002	40.45	0.22	-0.05	0.23	1.07	0.11	-0.3	0.11
17171	       2007id	       SNIa	20.1	54348.2	0.158991	0.000026	39.39	0.2	-0.25	0.2	1.07	0.09	-0.34	0.19
9045	       2005kq	       SNIa	21.9	53680.2	0.38928	0.000033	42.05	0.31	-0.29	0.29	1.07	0.17	-0.56	0.25
2437	             	      zSNIa	21.9	53635.4	0.258478	0.000043	42.51	0.29	-0.31	0.19	1.07	0.16	-0.85	0.14
13497	             	      zSNIa	22.1	54007.4	0.394441	0.000064	41.5	0.28	0.39	0.24	1.06	0.18	0.81	0.23
16977	             	      zSNIa	22	54047.4	0.382771	0.00004	41.43	0.32	0.71	0.22	1.06	0.18	0.75	0.31
3225	             	      zSNIa	21.7	53626.4	0.34057	0.000021	41.1	0.3	0.65	0.19	1.06	0.17	0.64	0.25
1461	             	      zSNIa	21.5	53628.3	0.33986	0.000085	41.07	0.25	0.31	0.17	1.06	0.11	0.43	0.17
17687	             	      zSNIa	22.3	54365.2	0.301768	0.000015	41.47	0.49	0.5	0.34	1.06	0.25	0.39	0.47
5963	             	      zSNIa	20.9	53669.3	0.23552	0.000022	40.21	0.2	0.29	0.12	1.06	0.07	0.27	0.11
16472	             	      zSNIa	21.6	54053.3	0.308633	0.000033	40.85	0.26	0.45	0.23	1.06	0.14	0.26	0.21
14331	       2006kl	       SNIa	21.2	54009.3	0.21975	0.000015	40.36	0.2	0.33	0.11	1.06	0.06	0.26	0.11
19347	             	      zSNIa	21.2	54392.4	0.257907	0.000042	40.74	0.21	0.27	0.14	1.06	0.08	0.26	0.12
16460	             	      zSNIa	21.2	54053.3	0.280541	0.000045	40.96	0.31	0.38	0.16	1.06	0.11	0.2	0.17
16165	       2006nw	       SNIa	20	54055.3	0.155959	0.005	39.41	0.2	0.19	0.09	1.06	0.05	0.15	0.08
15383	       2006lq	       SNIa	21.4	54029.4	0.314944	0.000063	41.1	0.26	0.2	0.18	1.06	0.1	0.13	0.17
16072	       2006nv	       SNIa	21.3	54048.2	0.284337	0.000053	40.79	0.24	0.34	0.17	1.06	0.1	0.1	0.18
15198	             	      zSNIa	21.2	54035.4	0.288316	0.00005	40.86	0.2	0.12	0.09	1.06	0.05	0.06	0.08
4079	             	      zSNIa	21.5	53637.4	0.370462	0.000062	41.49	0.28	0.01	0.23	1.06	0.16	0	0.26
5957	       2005ie	       SNIa	21.2	53668.4	0.279228	0.000024	40.84	0.21	-0.05	0.16	1.06	0.08	-0.02	0.13
15455	             	      zSNIa	22.1	54029.2	0.405433	0.000053	41.91	0.29	0.11	0.24	1.06	0.14	-0.07	0.27
6315	       2005ix	       SNIa	20.9	53675.1	0.265764	0.0005	40.51	0.19	-0.25	0.12	1.06	0.07	-0.45	0.1
15685	             	      zSNIa	21.8	54019.2	0.384278	0.000112	42.17	0.3	-0.45	0.28	1.06	0.17	-0.66	0.24
10096	       2005lj	       SNIa	19.9	53693.3	0.076658	0.000013	38.4	0.2	1.2	0.1	1.05	0.06	1.5	0.12
18948	             	      zSNIa	22	54403.3	0.261708	0.000081	40.77	0.35	1.1	0.23	1.05	0.18	1.41	0.3
20480	             	      zSNIa	21.5	54402.3	0.166378	0.000014	40.32	0.28	1.12	0.19	1.05	0.16	1.19	0.24
20171	             	      zSNIa	21.6	54405.3	0.23843	0.0005	40.7	0.22	0.75	0.18	1.05	0.09	1.03	0.15
15782	             	      zSNIa	22	54031.2	0.305872	0.000076	40.95	0.3	0.91	0.18	1.05	0.18	0.94	0.25
7479	             	      zSNIa	20.8	53685.3	0.225995	0.00003	39.67	0.2	0.89	0.12	1.05	0.07	0.94	0.1
15351	             	      zSNIa	21.9	54019.2	0.314852	0.00002	40.95	0.29	0.58	0.21	1.05	0.13	0.68	0.24
